origin_country,origin_iata,dest_country,dest_iata,departure,arrival,duration_minutes,stop_count,carriers,price_eur_won,price_eur,segment_count,itinerary_id,,,,
GB,LHR,ES,BCN,2026-06-01T09:55:00,2026-06-01T16:25:00,330,1,KLM,343508.72,195.62,13554-2606010955--32132-1-9772-2606011625,,,,,
GB,LHR,ES,BCN,2026-06-01T10:50:00,2026-06-01T17:20:00,330,1,British Airways,409376.28,233.13,13554-2606011050--32480-1-9772-2606011720,,,,,
GB,LHR,ES,BCN,2026-06-01T09:55:00,2026-06-01T13:15:00,140,0,Iberia,795397.76,452.96,13554-2606010955--32222-0-9772-2606011315,,,,,
GB,LHR,ES,BCN,2026-06-01T08:40:00,2026-06-01T15:15:00,335,1,"British Airways, Vueling Airlines",266964.68,152.03,"13554-2606010840--32480,-31685-1-9772-2606011515",,,,,
GB,LHR,ES,BCN,2026-06-01T10:50:00,2026-06-01T17:20:00,330,1,Iberia,403476.12,229.77,13554-2606011050--32222-1-9772-2606011720,,,,,
GB,LHR,ES,BCN,2026-06-01T06:30:00,2026-06-01T13:05:00,335,1,Lufthansa,393238.64,223.94,13554-2606010630--32090-1-9772-2606011305,,,,,
GB,LHR,ES,BCN,2026-06-01T11:45:00,2026-06-01T18:50:00,365,1,KLM,351621.44,200.24,13554-2606011145--32132-1-9772-2606011850,,,,,
GB,LHR,ES,BCN,2026-06-01T06:00:00,2026-06-01T14:00:00,420,1,TAP Air Portugal,311795.36,177.56,13554-2606010600--31781-1-9772-2606011400,,,,,
GB,LHR,ES,BCN,2026-06-01T06:50:00,2026-06-01T14:25:00,395,1,Brussels Airlines,360120.48,205.08,13554-2606010650--32478-1-9772-2606011425,,,,,
GB,LHR,ES,BCN,2026-06-01T11:30:00,2026-06-01T17:10:00,280,1,Air France,468149.6,266.6,13554-2606011130--32677-1-9772-2606011710,,,,,
GB,LHR,ES,BCN,2026-06-01T09:15:00,2026-06-01T16:15:00,360,1,British Airways,495859.28,282.38,13554-2606010915--32480-1-9772-2606011615,,,,,
GB,LHR,ES,BCN,2026-06-01T11:30:00,2026-06-01T18:15:00,345,1,Lufthansa,394994.64,224.94,13554-2606011130--32090-1-9772-2606011815,,,,,
GB,LHR,ES,BCN,2026-06-01T08:30:00,2026-06-01T15:35:00,365,1,Lufthansa,427498.2,243.45,13554-2606010830--32090-1-9772-2606011535,,,,,
GB,LHR,ES,BCN,2026-06-01T08:30:00,2026-06-01T16:15:00,405,1,Lufthansa,388708.16,221.36,13554-2606010830--32090-1-9772-2606011615,,,,,
GB,LHR,ES,BCN,2026-06-01T10:20:00,2026-06-01T18:10:00,410,1,Scandinavian Airlines,380929.08,216.93,13554-2606011020--31901-1-9772-2606011810,,,,,
GB,LHR,ES,BCN,2026-06-01T08:00:00,2026-06-01T16:55:00,475,1,TAP Air Portugal,311795.36,177.56,13554-2606010800--31781-1-9772-2606011655,,,,,
GB,LHR,ES,BCN,2026-06-01T11:20:00,2026-06-01T19:20:00,420,1,TAP Air Portugal,311795.36,177.56,13554-2606011120--31781-1-9772-2606011920,,,,,
GB,LHR,ES,BCN,2026-06-01T07:30:00,2026-06-01T15:35:00,425,1,Lufthansa,385108.36,219.31,13554-2606010730--32090-1-9772-2606011535,,,,,
GB,LHR,ES,BCN,2026-06-01T06:30:00,2026-06-01T12:30:00,300,1,KLM,471398.2,268.45,13554-2606010630--32132-1-9772-2606011230,,,,,
GB,LHR,ES,BCN,2026-06-01T17:50:00,2026-06-01T22:45:00,235,1,Brussels Airlines,282856.48,161.08,13554-2606011750--32478-1-9772-2606012245,,,,,
GB,LHR,ES,BCN,2026-06-01T11:30:00,2026-06-01T17:20:00,290,1,Iberia,510170.68,290.53,13554-2606011130--32222-1-9772-2606011720,,,,,
GB,LHR,ES,BCN,2026-06-01T08:00:00,2026-06-01T19:20:00,620,1,TAP Air Portugal,273953.56,156.01,13554-2606010800--31781-1-9772-2606011920,,,,,
GB,LHR,ES,BCN,2026-06-01T11:05:00,2026-06-01T20:30:00,505,1,Brussels Airlines,319732.48,182.08,13554-2606011105--32478-1-9772-2606012030,,,,,
GB,LHR,ES,BCN,2026-06-01T06:30:00,2026-06-01T15:35:00,485,1,Lufthansa,388708.16,221.36,13554-2606010630--32090-1-9772-2606011535,,,,,
GB,LHR,ES,BCN,2026-06-01T17:35:00,2026-06-01T22:45:00,250,1,Air France,307774.12,175.27,13554-2606011735--32677-1-9772-2606012245,,,,,
GB,LHR,ES,BCN,2026-06-01T12:10:00,2026-06-01T17:50:00,280,1,SWISS,535457.08,304.93,13554-2606011210--31799-1-9772-2606011750,,,,,
GB,LHR,ES,BCN,2026-06-01T12:10:00,2026-06-01T19:05:00,355,1,Eurowings,378382.88,215.48,13554-2606011210--32332-1-9772-2606011905,,,,,
GB,LHR,ES,BCN,2026-06-01T16:30:00,2026-06-01T23:15:00,345,1,ITA Airways,272180,155,13554-2606011630--30727-1-9772-2606012315,,,,,
GB,LHR,ES,BCN,2026-06-01T07:25:00,2026-06-01T14:55:00,390,1,Lufthansa,490345.44,279.24,13554-2606010725--32090-1-9772-2606011455,,,,,
GB,LHR,ES,BCN,2026-06-01T08:05:00,2026-06-01T16:35:00,450,1,Eurowings,417734.84,237.89,13554-2606010805--32332-1-9772-2606011635,,,,,
GB,LHR,ES,BCN,2026-06-01T09:15:00,2026-06-01T16:15:00,360,1,Iberia,526835.12,300.02,13554-2606010915--32222-1-9772-2606011615,,,,,
GB,LHR,ES,BCN,2026-06-01T13:30:00,2026-06-01T19:45:00,315,1,Lufthansa,433626.64,246.94,13554-2606011330--32090-1-9772-2606011945,,,,,
GB,LHR,ES,BCN,2026-06-01T14:45:00,2026-06-01T22:45:00,420,1,KLM,276798.28,157.63,13554-2606011445--32132-1-9772-2606012245,,,,,
GB,LHR,ES,BCN,2026-06-01T14:35:00,2026-06-01T20:15:00,280,1,Eurowings,378382.88,215.48,13554-2606011435--32332-1-9772-2606012015,,,,,
GB,LHR,ES,BCN,2026-06-01T08:55:00,2026-06-01T14:50:00,295,1,Air France,650861.4,370.65,13554-2606010855--32677-1-9772-2606011450,,,,,
GB,LHR,ES,BCN,2026-06-01T15:20:00,2026-06-01T22:45:00,385,1,Air France,299643.84,170.64,13554-2606011520--32677-1-9772-2606012245,,,,,
GB,LHR,ES,BCN,2026-06-01T12:10:00,2026-06-01T19:10:00,360,1,SWISS,498914.72,284.12,13554-2606011210--31799-1-9772-2606011910,,,,,
GB,LHR,ES,BCN,2026-06-01T13:45:00,2026-06-01T21:50:00,425,1,TAP Air Portugal,352956,201,13554-2606011345--31781-1-9772-2606012150,,,,,
GB,LHR,ES,BCN,2026-06-01T11:45:00,2026-06-01T22:45:00,600,1,KLM,317836,181,13554-2606011145--32132-1-9772-2606012245,,,,,
GB,LHR,ES,BCN,2026-06-01T17:10:00,2026-06-01T22:45:00,275,1,KLM,343508.72,195.62,13554-2606011710--32132-1-9772-2606012245,,,,,
GB,LHR,ES,BCN,2026-06-01T13:45:00,2026-06-02T01:30:00,645,1,TAP Air Portugal,275463.72,156.87,13554-2606011345--31781-1-9772-2606020130,,,,,
GB,LHR,ES,BCN,2026-06-01T17:10:00,2026-06-01T22:50:00,280,1,Iberia,352130.68,200.53,13554-2606011710--32222-1-9772-2606012250,,,,,
GB,LHR,ES,BCN,2026-06-01T20:55:00,2026-06-02T08:45:00,650,1,KLM,249387.12,142.02,13554-2606012055--32132-1-9772-2606020845,,,,,
GB,LHR,ES,BCN,2026-06-01T15:50:00,2026-06-01T22:50:00,360,1,Iberia,421650.72,240.12,13554-2606011550--32222-1-9772-2606012250,,,,,
GB,LHR,ES,BCN,2026-06-01T17:15:00,2026-06-01T23:35:00,320,1,SWISS,412431.72,234.87,13554-2606011715--31799-1-9772-2606012335,,,,,
GB,LHR,ES,BCN,2026-06-01T16:30:00,2026-06-01T22:50:00,320,1,Iberia,444092.4,252.9,13554-2606011630--32222-1-9772-2606012250,,,,,
GB,LHR,ES,BCN,2026-06-01T15:30:00,2026-06-01T23:05:00,395,1,Lufthansa,472188.4,268.9,13554-2606011530--32090-1-9772-2606012305,,,,,
GB,LHR,ES,BCN,2026-06-01T06:55:00,2026-06-01T14:55:00,420,1,Lufthansa,460072,262,13554-2606010655--32090-1-9772-2606011455,,,,,
GB,LHR,ES,BCN,2026-06-01T08:40:00,2026-06-01T16:25:00,405,1,KLM,481547.88,274.23,13554-2606010840--32132-1-9772-2606011625,,,,,
GB,LHR,ES,BCN,2026-06-01T10:50:00,2026-06-01T17:55:00,365,1,Lufthansa,544834.12,310.27,13554-2606011050--32090-1-9772-2606011755,,,,,
GB,LHR,ES,BCN,2026-06-01T20:05:00,2026-06-02T08:50:00,705,1,SWISS,282909.16,161.11,13554-2606012005--31799-1-9772-2606020850,,,,,
GB,LHR,ES,BCN,2026-06-01T06:40:00,2026-06-01T18:10:00,630,1,Scandinavian Airlines,320241.72,182.37,13554-2606010640--31901-1-9772-2606011810,,,,,
GB,LHR,ES,BCN,2026-06-01T11:05:00,2026-06-01T22:45:00,640,1,Brussels Airlines,317976.48,181.08,13554-2606011105--32478-1-9772-2606012245,,,,,
GB,LHR,ES,BCN,2026-06-01T12:10:00,2026-06-01T19:05:00,355,1,"Lufthansa, Eurowings",575809.96,327.91,"13554-2606011210--32090,-32332-1-9772-2606011905",,,,,
GB,LHR,ES,BCN,2026-06-01T06:00:00,2026-06-01T14:05:00,425,1,SWISS,481266.92,274.07,13554-2606010600--31799-1-9772-2606011405,,,,,
GB,LHR,ES,BCN,2026-06-01T17:10:00,2026-06-01T22:50:00,280,1,"British Airways, Iberia",734060.68,418.03,"13554-2606011710--32480,-32222-1-9772-2606012250",,,,,
GB,LHR,ES,BCN,2026-06-01T19:15:00,2026-06-02T08:45:00,750,1,KLM,276798.28,157.63,13554-2606011915--32132-1-9772-2606020845,,,,,
GB,LHR,ES,BCN,2026-06-01T14:00:00,2026-06-01T22:50:00,470,1,Iberia,444092.4,252.9,13554-2606011400--32222-1-9772-2606012250,,,,,
GB,LHR,ES,BCN,2026-06-01T14:00:00,2026-06-01T21:20:00,380,1,Iberia,550207.48,313.33,13554-2606011400--32222-1-9772-2606012120,,,,,
GB,LHR,ES,BCN,2026-06-01T08:45:00,2026-06-01T18:15:00,510,2,"Eurowings, Lufthansa",414099.92,235.82,"13554-2606010845--32332,-32090-2-9772-2606011815",,,,,
GB,LHR,ES,BCN,2026-06-01T08:55:00,2026-06-01T15:35:00,340,1,Air France,624468.72,355.62,13554-2606010855--32677-1-9772-2606011535,,,,,
GB,LHR,ES,BCN,2026-06-01T06:50:00,2026-06-01T20:30:00,760,1,Brussels Airlines,282856.48,161.08,13554-2606010650--32478-1-9772-2606012030,,,,,
GB,LHR,ES,BCN,2026-06-01T09:55:00,2026-06-01T22:45:00,710,1,KLM,317836,181,13554-2606010955--32132-1-9772-2606012245,,,,,
GB,LHR,ES,BCN,2026-06-01T10:30:00,2026-06-01T23:15:00,705,1,ITA Airways,326914.52,186.17,13554-2606011030--30727-1-9772-2606012315,,,,,
GB,LHR,ES,BCN,2026-06-01T12:20:00,2026-06-01T19:50:00,390,1,Austrian Airlines,596284.92,339.57,13554-2606011220--32544-1-9772-2606011950,,,,,
GB,LHR,ES,BCN,2026-06-01T07:50:00,2026-06-01T14:00:00,310,1,Iberia,773570.68,440.53,13554-2606010750--32222-1-9772-2606011400,,,,,
GB,LHR,ES,BCN,2026-06-01T19:45:00,2026-06-02T09:00:00,735,1,Air France,328372,187,13554-2606011945--32677-1-9772-2606020900,,,,,
GB,LHR,ES,BCN,2026-06-01T15:10:00,2026-06-01T22:30:00,380,1,Aer Lingus,637989.92,363.32,13554-2606011510--32753-1-9772-2606012230,,,,,
GB,LHR,ES,BCN,2026-06-01T06:00:00,2026-06-01T17:20:00,620,1,Austrian Airlines,401087.96,228.41,13554-2606010600--32544-1-9772-2606011720,,,,,
GB,LHR,ES,BCN,2026-06-01T12:20:00,2026-06-01T22:50:00,570,1,Iberia,444092.4,252.9,13554-2606011220--32222-1-9772-2606012250,,,,,
GB,LHR,ES,BCN,2026-06-01T18:40:00,2026-06-02T08:50:00,790,1,SWISS,323507.88,184.23,13554-2606011840--31799-1-9772-2606020850,,,,,
GB,LHR,ES,BCN,2026-06-01T06:00:00,2026-06-02T01:30:00,1110,1,TAP Air Portugal,236603.44,134.74,13554-2606010600--31781-1-9772-2606020130,,,,,
GB,LHR,ES,BCN,2026-06-01T12:20:00,2026-06-01T21:20:00,480,1,Iberia,550207.48,313.33,13554-2606011220--32222-1-9772-2606012120,,,,,
GB,LHR,ES,BCN,2026-06-01T13:35:00,2026-06-01T22:25:00,470,1,Lufthansa,565748.08,322.18,13554-2606011335--32090-1-9772-2606012225,,,,,
GB,LHR,ES,BCN,2026-06-01T08:30:00,2026-06-01T16:00:00,390,1,"Lufthansa, Condor",684120.04,389.59,"13554-2606010830--32090,-32415-1-9772-2606011600",,,,,
GB,LHR,ES,BCN,2026-06-01T13:50:00,2026-06-01T23:35:00,525,1,SWISS,509766.8,290.3,13554-2606011350--31799-1-9772-2606012335,,,,,
GB,LHR,ES,BCN,2026-06-01T09:00:00,2026-06-01T17:55:00,475,1,Lufthansa,565748.08,322.18,13554-2606010900--32090-1-9772-2606011755,,,,,
GB,LHR,ES,BCN,2026-06-01T14:20:00,2026-06-01T22:30:00,430,1,Aer Lingus,626611.04,356.84,13554-2606011420--32753-1-9772-2606012230,,,,,
GB,LHR,ES,BCN,2026-06-01T06:15:00,2026-06-01T12:45:00,330,1,Iberia,821720.2,467.95,13554-2606010615--32222-1-9772-2606011245,,,,,
GB,LHR,ES,BCN,2026-06-01T11:30:00,2026-06-01T22:50:00,620,1,Iberia,444092.4,252.9,13554-2606011130--32222-1-9772-2606012250,,,,,
GB,LHR,ES,BCN,2026-06-01T08:45:00,2026-06-01T19:00:00,555,1,Eurowings,496438.76,282.71,13554-2606010845--32332-1-9772-2606011900,,,,,
GB,LHR,ES,BCN,2026-06-01T08:05:00,2026-06-01T16:35:00,450,1,"Lufthansa, Eurowings",622589.8,354.55,"13554-2606010805--32090,-32332-1-9772-2606011635",,,,,
GB,LHR,ES,BCN,2026-06-01T20:00:00,2026-06-02T08:00:00,660,1,Iberia,429851.24,244.79,13554-2606012000--32222-1-9772-2606020800,,,,,
GB,LHR,ES,BCN,2026-06-01T08:40:00,2026-06-01T17:50:00,490,1,SWISS,581604.76,331.21,13554-2606010840--31799-1-9772-2606011750,,,,,
GB,LHR,ES,BCN,2026-06-01T09:05:00,2026-06-01T17:20:00,435,1,Austrian Airlines,656866.92,374.07,13554-2606010905--32544-1-9772-2606011720,,,,,
GB,LHR,ES,BCN,2026-06-01T06:15:00,2026-06-01T15:35:00,500,1,Air France,575897.76,327.96,13554-2606010615--32677-1-9772-2606011535,,,,,
GB,LHR,ES,BCN,2026-06-01T14:25:00,2026-06-01T23:35:00,490,2,SWISS,592088.08,337.18,13554-2606011425--31799-2-9772-2606012335,,,,,
GB,LHR,ES,BCN,2026-06-01T06:00:00,2026-06-01T19:50:00,770,1,Austrian Airlines,382386.56,217.76,13554-2606010600--32544-1-9772-2606011950,,,,,
GB,LHR,ES,BCN,2026-06-01T06:15:00,2026-06-01T17:10:00,595,1,Air France,495244.68,282.03,13554-2606010615--32677-1-9772-2606011710,,,,,
GB,LHR,ES,BCN,2026-06-01T07:25:00,2026-06-01T22:25:00,840,1,Lufthansa,351270.24,200.04,13554-2606010725--32090-1-9772-2606012225,,,,,
GB,LHR,ES,BCN,2026-06-01T19:50:00,2026-06-02T10:35:00,825,1,TAP Air Portugal,363246.16,206.86,13554-2606011950--31781-1-9772-2606021035,,,,,
GB,LHR,ES,BCN,2026-06-01T20:25:00,2026-06-02T08:25:00,660,1,Lufthansa,454136.72,258.62,13554-2606012025--32090-1-9772-2606020825,,,,,
GB,LHR,ES,BCN,2026-06-01T06:00:00,2026-06-01T19:10:00,730,1,SWISS,412747.8,235.05,13554-2606010600--31799-1-9772-2606011910,,,,,
GB,LHR,ES,BCN,2026-06-01T06:55:00,2026-06-01T22:25:00,870,1,Lufthansa,351270.24,200.04,13554-2606010655--32090-1-9772-2606012225,,,,,
GB,LHR,ES,BCN,2026-06-01T10:50:00,2026-06-01T22:25:00,635,1,Lufthansa,496473.88,282.73,13554-2606011050--32090-1-9772-2606012225,,,,,
GB,LHR,ES,BCN,2026-06-01T19:10:00,2026-06-02T08:00:00,710,1,Iberia,444092.4,252.9,13554-2606011910--32222-1-9772-2606020800,,,,,
GB,LHR,ES,BCN,2026-06-01T09:10:00,2026-06-01T20:15:00,605,1,Eurowings,521637.36,297.06,13554-2606010910--32332-1-9772-2606012015,,,,,
GB,LHR,ES,BCN,2026-06-01T07:00:00,2026-06-01T19:10:00,670,2,SWISS,476262.32,271.22,13554-2606010700--31799-2-9772-2606011910,,,,,
GB,LHR,ES,BCN,2026-06-01T11:30:00,2026-06-01T17:20:00,290,1,"British Airways, Iberia",1101854.88,627.48,"13554-2606011130--32480,-32222-1-9772-2606011720",,,,,
GB,LHR,ES,BCN,2026-06-01T13:25:00,2026-06-01T22:30:00,485,1,Aer Lingus,662328.08,377.18,13554-2606011325--32753-1-9772-2606012230,,,,,
GB,LHR,ES,BCN,2026-06-01T18:45:00,2026-06-02T08:00:00,735,1,Iberia,444092.4,252.9,13554-2606011845--32222-1-9772-2606020800,,,,,
GB,LHR,ES,BCN,2026-06-01T09:00:00,2026-06-01T22:25:00,745,1,Lufthansa,439632.16,250.36,13554-2606010900--32090-1-9772-2606012225,,,,,
GB,LHR,ES,BCN,2026-06-01T12:15:00,2026-06-02T01:00:00,705,1,Aegean Airlines,465796.56,265.26,13554-2606011215--32756-1-9772-2606020100,,,,,
GB,LHR,ES,BCN,2026-06-01T19:10:00,2026-06-02T08:25:00,735,1,Lufthansa,454136.72,258.62,13554-2606011910--32090-1-9772-2606020825,,,,,
GB,LHR,ES,BCN,2026-06-01T09:15:00,2026-06-01T22:50:00,755,1,Iberia,444092.4,252.9,13554-2606010915--32222-1-9772-2606012250,,,,,
GB,LHR,ES,BCN,2026-06-01T18:45:00,2026-06-02T10:35:00,890,1,TAP Air Portugal,379980.84,216.39,13554-2606011845--31781-1-9772-2606021035,,,,,
GB,LHR,ES,BCN,2026-06-01T20:00:00,2026-06-02T07:55:00,655,1,Eurowings,521637.36,297.06,13554-2606012000--32332-1-9772-2606020755,,,,,
GB,LHR,ES,BCN,2026-06-01T14:00:00,2026-06-01T20:20:00,320,1,Iberia,1069843,609.25,13554-2606011400--32222-1-9772-2606012020,,,,,
GB,LHR,ES,BCN,2026-06-01T19:30:00,2026-06-02T09:30:00,780,1,Lufthansa,441247.68,251.28,13554-2606011930--32090-1-9772-2606020930,,,,,
GB,LHR,ES,BCN,2026-06-01T08:05:00,2026-06-01T19:05:00,600,1,"Lufthansa, Eurowings",575809.96,327.91,"13554-2606010805--32090,-32332-1-9772-2606011905",,,,,
GB,LHR,ES,BCN,2026-06-01T16:30:00,2026-06-02T15:55:00,1345,1,ITA Airways,260327,148.25,13554-2606011630--30727-1-9772-2606021555,,,,,
GB,LHR,ES,BCN,2026-06-01T07:50:00,2026-06-01T22:50:00,840,1,Iberia,444092.4,252.9,13554-2606010750--32222-1-9772-2606012250,,,,,
GB,LHR,ES,BCN,2026-06-01T18:45:00,2026-06-02T11:45:00,960,1,Iberia,388971.56,221.51,13554-2606011845--32222-1-9772-2606021145,,,,,
GB,LHR,ES,BCN,2026-06-01T12:00:00,2026-06-01T22:30:00,570,1,Aer Lingus,662328.08,377.18,13554-2606011200--32753-1-9772-2606012230,,,,,
GB,LHR,ES,BCN,2026-06-01T12:20:00,2026-06-01T19:15:00,355,1,Iberia,1069843,609.25,13554-2606011220--32222-1-9772-2606011915,,,,,
GB,LHR,ES,BCN,2026-06-01T08:45:00,2026-06-01T19:00:00,555,1,"Lufthansa, Eurowings",721171.64,410.69,"13554-2606010845--32090,-32332-1-9772-2606011900",,,,,
GB,LHR,ES,BCN,2026-06-01T13:25:00,2026-06-01T23:15:00,530,1,Turkish Airlines,755817.52,430.42,13554-2606011325--31734-1-9772-2606012315,,,,,
GB,LHR,ES,BCN,2026-06-01T19:35:00,2026-06-02T08:35:00,720,1,Eurowings,558337.76,317.96,13554-2606011935--32332-1-9772-2606020835,,,,,
GB,LHR,ES,BCN,2026-06-01T13:30:00,2026-06-02T09:10:00,1120,1,Air Serbia,359049.32,204.47,13554-2606011330--32181-1-9772-2606020910,,,,,
GB,LHR,ES,BCN,2026-06-01T06:30:00,2026-06-01T17:35:00,605,1,Turkish Airlines,672161.68,382.78,13554-2606010630--31734-1-9772-2606011735,,,,,
GB,LHR,ES,BCN,2026-06-01T20:05:00,2026-06-02T10:00:00,775,1,Croatia Airlines,526273.2,299.7,13554-2606012005--32401-1-9772-2606021000,,,,,
GB,LHR,ES,BCN,2026-06-01T18:30:00,2026-06-02T09:30:00,840,1,Lufthansa,485973,276.75,13554-2606011830--32090-1-9772-2606020930,,,,,
GB,LHR,ES,BCN,2026-06-01T19:50:00,2026-06-03T01:30:00,1720,1,TAP Air Portugal,240659.8,137.05,13554-2606011950--31781-1-9772-2606030130,,,,,
GB,LHR,ES,BCN,2026-06-01T17:50:00,2026-06-02T08:25:00,815,1,Lufthansa,510978.44,290.99,13554-2606011750--32090-1-9772-2606020825,,,,,
GB,LHR,ES,BCN,2026-06-01T14:50:00,2026-06-01T22:30:00,400,1,Aer Lingus,1052458.6,599.35,13554-2606011450--32753-1-9772-2606012230,,,,,
GB,LHR,ES,BCN,2026-06-01T06:30:00,2026-06-01T17:00:00,570,1,LOT,750707.56,427.51,13554-2606010630--32093-1-9772-2606011700,,,,,
GB,LHR,ES,BCN,2026-06-01T21:05:00,2026-06-02T17:55:00,1190,1,Scandinavian Airlines,361349.68,205.78,13554-2606012105--31901-1-9772-2606021755,,,,,
GB,LHR,ES,BCN,2026-06-01T19:10:00,2026-06-02T12:45:00,995,1,Iberia,443460.24,252.54,13554-2606011910--32222-1-9772-2606021245,,,,,
GB,LHR,ES,BCN,2026-06-01T06:15:00,2026-06-01T12:45:00,330,1,British Airways,1348555.32,767.97,13554-2606010615--32480-1-9772-2606011245,,,,,
GB,LHR,ES,BCN,2026-06-01T22:40:00,2026-06-02T10:45:00,665,1,Turkish Airlines,672161.68,382.78,13554-2606012240--31734-1-9772-2606021045,,,,,
GB,LHR,ES,BCN,2026-06-01T22:15:00,2026-06-02T11:15:00,720,1,Aegean Airlines,621782.04,354.09,13554-2606012215--32756-1-9772-2606021115,,,,,
GB,LHR,ES,BCN,2026-06-01T19:45:00,2026-06-02T22:45:00,1560,1,Air France,289704.88,164.98,13554-2606011945--32677-1-9772-2606022245,,,,,
GB,LHR,ES,BCN,2026-06-01T19:25:00,2026-06-02T08:35:00,730,1,Eurowings,622291.28,354.38,13554-2606011925--32332-1-9772-2606020835,,,,,
GB,LHR,ES,BCN,2026-06-01T06:15:00,2026-06-01T21:20:00,845,1,Iberia,550207.48,313.33,13554-2606010615--32222-1-9772-2606012120,,,,,
GB,LHR,ES,BCN,2026-06-01T09:50:00,2026-06-01T22:30:00,700,1,Aer Lingus,666121.04,379.34,13554-2606010950--32753-1-9772-2606012230,,,,,
GB,LHR,ES,BCN,2026-06-01T17:35:00,2026-06-02T08:35:00,840,1,Eurowings,558337.76,317.96,13554-2606011735--32332-1-9772-2606020835,,,,,
GB,LHR,ES,BCN,2026-06-01T11:20:00,2026-06-01T23:15:00,655,1,Turkish Airlines,719960,410,13554-2606011120--31734-1-9772-2606012315,,,,,
GB,LHR,ES,BCN,2026-06-01T10:20:00,2026-06-01T20:05:00,525,1,Finnair,905937.96,515.91,13554-2606011020--32317-1-9772-2606012005,,,,,
GB,LHR,ES,BCN,2026-06-01T17:30:00,2026-06-02T09:30:00,900,1,Lufthansa,542797.16,309.11,13554-2606011730--32090-1-9772-2606020930,,,,,
GB,LHR,ES,BCN,2026-06-01T08:50:00,2026-06-01T22:30:00,760,1,Aer Lingus,646172.88,367.98,13554-2606010850--32753-1-9772-2606012230,,,,,
GB,LHR,ES,BCN,2026-06-01T19:30:00,2026-06-02T09:10:00,760,1,Austrian Airlines,656866.92,374.07,13554-2606011930--32544-1-9772-2606020910,,,,,
GB,LHR,ES,BCN,2026-06-01T13:00:00,2026-06-01T22:30:00,510,1,Aer Lingus,998777.68,568.78,13554-2606011300--32753-1-9772-2606012230,,,,,
GB,LHR,ES,BCN,2026-06-01T18:10:00,2026-06-02T12:45:00,1055,1,Royal Air Maroc,490380.56,279.26,13554-2606011810--31927-1-9772-2606021245,,,,,
GB,LHR,ES,BCN,2026-06-01T07:30:00,2026-06-01T20:05:00,695,1,Finnair,746475.6,425.1,13554-2606010730--32317-1-9772-2606012005,,,,,
GB,LHR,ES,BCN,2026-06-01T18:10:00,2026-06-02T11:40:00,990,1,LOT,526712.2,299.95,13554-2606011810--32093-1-9772-2606021140,,,,,
GB,LHR,ES,BCN,2026-06-01T16:25:00,2026-06-02T08:25:00,900,1,Lufthansa,580252.64,330.44,13554-2606011625--32090-1-9772-2606020825,,,,,
GB,LHR,ES,BCN,2026-06-01T18:45:00,2026-06-02T19:20:00,1415,1,TAP Air Portugal,370814.52,211.17,13554-2606011845--31781-1-9772-2606021920,,,,,
GB,LHR,ES,BCN,2026-06-01T06:20:00,2026-06-01T22:30:00,910,1,Aer Lingus,593299.72,337.87,13554-2606010620--32753-1-9772-2606012230,,,,,
GB,LHR,ES,BCN,2026-06-01T17:55:00,2026-06-02T15:20:00,1225,1,Bulgaria Air,460107.12,262.02,13554-2606011755--32474-1-9772-2606021520,,,,,
GB,LHR,ES,BCN,2026-06-01T19:00:00,2026-06-02T11:15:00,915,1,Aegean Airlines,621782.04,354.09,13554-2606011900--32756-1-9772-2606021115,,,,,
GB,LHR,ES,BCN,2026-06-01T21:10:00,2026-06-02T10:20:00,730,1,Aer Lingus,817874.56,465.76,13554-2606012110--32753-1-9772-2606021020,,,,,
GB,LHR,ES,BCN,2026-06-01T18:30:00,2026-06-02T10:45:00,915,1,Turkish Airlines,672161.68,382.78,13554-2606011830--31734-1-9772-2606021045,,,,,
GB,LHR,ES,BCN,2026-06-01T14:50:00,2026-06-02T08:35:00,1005,1,Eurowings,648947.36,369.56,13554-2606011450--32332-1-9772-2606020835,,,,,
GB,LHR,ES,BCN,2026-06-01T20:10:00,2026-06-02T10:20:00,790,1,Aer Lingus,834749.72,475.37,13554-2606012010--32753-1-9772-2606021020,,,,,
GB,LHR,ES,BCN,2026-06-01T19:35:00,2026-06-02T10:20:00,825,1,Aer Lingus,817874.56,465.76,13554-2606011935--32753-1-9772-2606021020,,,,,
GB,LHR,ES,BCN,2026-06-01T06:15:00,2026-06-01T17:20:00,605,1,British Airways,1121223.56,638.51,13554-2606010615--32480-1-9772-2606011720,,,,,
GB,LHR,ES,BCN,2026-06-01T16:45:00,2026-06-02T10:45:00,1020,1,Turkish Airlines,711004.4,404.9,13554-2606011645--31734-1-9772-2606021045,,,,,
GB,LHR,ES,BCN,2026-06-01T19:30:00,2026-06-02T18:10:00,1300,1,Scandinavian Airlines,558408,318,13554-2606011930--31901-1-9772-2606021810,,,,,
GB,LHR,ES,BCN,2026-06-01T18:10:00,2026-06-02T10:20:00,910,1,Aer Lingus,834749.72,475.37,13554-2606011810--32753-1-9772-2606021020,,,,,
GB,LHR,ES,BCN,2026-06-01T16:35:00,2026-06-02T11:15:00,1060,1,Aegean Airlines,740083.76,421.46,13554-2606011635--32756-1-9772-2606021115,,,,,
GB,LHR,ES,BCN,2026-06-01T16:50:00,2026-06-02T10:20:00,990,1,Aer Lingus,854223.76,486.46,13554-2606011650--32753-1-9772-2606021020,,,,,
