origin_country,origin_iata,dest_country,dest_iata,departure,arrival,duration_minutes,stop_count,carriers,price_eur,price_formatted,segment_count,itinerary_id
GB,LHR,PL,WAW,2026-06-01T19:30:00,2026-06-02T09:35:00,785,1,"Aeromexico, Scandinavian Airlines",424.44,425 €,2,"13554-2606011930--32733,-31901-1-17648-2606020935"
GB,LHR,PL,WAW,2026-06-01T06:00:00,2026-06-02T12:05:00,1745,1,TAP Air Portugal,192.06,193 €,2,13554-2606010600--31781-1-17648-2606021205
GB,LHR,PL,WAW,2026-06-01T08:00:00,2026-06-02T12:05:00,1625,1,TAP Air Portugal,206.92,207 €,2,13554-2606010800--31781-1-17648-2606021205
GB,LHR,PL,WAW,2026-06-01T18:40:00,2026-06-02T09:35:00,835,1,"WestJet, Scandinavian Airlines",424.44,425 €,2,"13554-2606011840--31679,-31901-1-17648-2606020935"
GB,LHR,PL,WAW,2026-06-01T18:40:00,2026-06-02T09:35:00,835,1,"Etihad Airways, Scandinavian Airlines",424.44,425 €,2,"13554-2606011840--32339,-31901-1-17648-2606020935"
GB,LHR,PL,WAW,2026-06-01T18:40:00,2026-06-02T09:35:00,835,1,"Aeromexico, Scandinavian Airlines",424.44,425 €,2,"13554-2606011840--32733,-31901-1-17648-2606020935"
GB,LHR,PL,WAW,2026-06-01T15:30:00,2026-06-01T21:45:00,315,1,"Lufthansa, LOT",1121.56,"1,122 €",2,"13554-2606011530--32090,-32093-1-17648-2606012145"
GB,LHR,PL,WAW,2026-06-01T12:20:00,2026-06-01T18:50:00,330,1,"Austrian Airlines, LOT",1167.85,"1,168 €",2,"13554-2606011220--32544,-32093-1-17648-2606011850"
GB,LHR,PL,WAW,2026-06-01T17:00:00,2026-06-02T09:35:00,935,1,"Etihad Airways, Scandinavian Airlines",424.44,425 €,2,"13554-2606011700--32339,-31901-1-17648-2606020935"
GB,LHR,PL,WAW,2026-06-01T17:00:00,2026-06-02T09:35:00,935,1,"EL AL Israel Airlines, Scandinavian Airlines",424.44,425 €,2,"13554-2606011700--32352,-31901-1-17648-2606020935"
GB,LHR,PL,WAW,2026-06-01T17:00:00,2026-06-02T09:35:00,935,1,"WestJet, Scandinavian Airlines",424.44,425 €,2,"13554-2606011700--31679,-31901-1-17648-2606020935"
GB,LHR,PL,WAW,2026-06-01T17:00:00,2026-06-02T09:35:00,935,1,"Singapore Airlines, Scandinavian Airlines",424.44,425 €,2,"13554-2606011700--31876,-31901-1-17648-2606020935"
GB,LHR,PL,WAW,2026-06-01T06:00:00,2026-06-01T12:30:00,330,1,"SWISS, LOT",1187.21,"1,188 €",2,"13554-2606010600--31799,-32093-1-17648-2606011230"
GB,LHR,PL,WAW,2026-06-01T11:30:00,2026-06-01T18:25:00,355,1,"Lufthansa, LOT",1121.56,"1,122 €",2,"13554-2606011130--32090,-32093-1-17648-2606011825"
GB,LHR,PL,WAW,2026-06-01T09:00:00,2026-06-01T16:20:00,380,1,"Lufthansa, LOT",1103.01,"1,104 €",2,"13554-2606010900--32090,-32093-1-17648-2606011620"
GB,LHR,PL,WAW,2026-06-01T16:30:00,2026-06-02T13:20:00,1190,1,ITA Airways,355.97,356 €,2,13554-2606011630--30727-1-17648-2606021320
GB,LHR,PL,WAW,2026-06-01T11:20:00,2026-06-02T12:05:00,1425,1,TAP Air Portugal,307.19,308 €,2,13554-2606011120--31781-1-17648-2606021205
GB,LHR,PL,WAW,2026-06-01T13:35:00,2026-06-01T21:15:00,400,1,"Lufthansa, LOT",1103.01,"1,104 €",2,"13554-2606011335--32090,-32093-1-17648-2606012115"
GB,LHR,PL,WAW,2026-06-01T17:35:00,2026-06-02T15:35:00,1260,1,Air France,356.23,357 €,2,13554-2606011735--32677-1-17648-2606021535
GB,LHR,PL,WAW,2026-06-01T10:20:00,2026-06-01T19:05:00,465,1,"Etihad Airways, Scandinavian Airlines",1023,"1,023 €",2,"13554-2606011020--32339,-31901-1-17648-2606011905"
GB,LHR,PL,WAW,2026-06-01T10:20:00,2026-06-01T19:05:00,465,1,"Singapore Airlines, Scandinavian Airlines",1023,"1,023 €",2,"13554-2606011020--31876,-31901-1-17648-2606011905"
GB,LHR,PL,WAW,2026-06-01T13:35:00,2026-06-01T22:05:00,450,1,"Lufthansa, Aegean Airlines",1071.82,"1,072 €",2,"13554-2606011335--32090,-32756-1-17648-2606012205"
GB,LHR,PL,WAW,2026-06-01T13:30:00,2026-06-01T21:45:00,435,1,"Lufthansa, LOT",1121.56,"1,122 €",2,"13554-2606011330--32090,-32093-1-17648-2606012145"
GB,LHR,PL,WAW,2026-06-01T13:50:00,2026-06-01T21:50:00,420,1,"SWISS, LOT",1187.21,"1,188 €",2,"13554-2606011350--31799,-32093-1-17648-2606012150"
GB,LHR,PL,WAW,2026-06-01T06:00:00,2026-06-01T14:15:00,435,1,"Austrian Airlines, LOT",1167.85,"1,168 €",2,"13554-2606010600--32544,-32093-1-17648-2606011415"
GB,LHR,PL,WAW,2026-06-01T14:25:00,2026-06-01T21:50:00,385,1,"SWISS, LOT",1343.39,"1,344 €",2,"13554-2606011425--31799,-32093-1-17648-2606012150"
GB,LHR,PL,WAW,2026-06-01T16:35:00,2026-06-02T17:30:00,1435,1,Aegean Airlines,364.59,365 €,2,13554-2606011635--32756-1-17648-2606021730
GB,LHR,PL,WAW,2026-06-01T07:25:00,2026-06-01T16:20:00,475,1,"Lufthansa, LOT",1103.01,"1,104 €",2,"13554-2606010725--32090,-32093-1-17648-2606011620"
GB,LHR,PL,WAW,2026-06-01T09:30:00,2026-06-01T18:25:00,475,1,"Lufthansa, LOT",1121.56,"1,122 €",2,"13554-2606010930--32090,-32093-1-17648-2606011825"
GB,LHR,PL,WAW,2026-06-01T22:10:00,2026-06-02T10:15:00,665,1,EL AL Israel Airlines,819.69,820 €,2,13554-2606012210--32352-1-17648-2606021015
GB,LHR,PL,WAW,2026-06-01T12:10:00,2026-06-01T21:35:00,505,1,"Lufthansa, LOT",1096.43,"1,097 €",2,"13554-2606011210--32090,-32093-1-17648-2606012135"
GB,LHR,PL,WAW,2026-06-01T06:40:00,2026-06-01T12:15:00,275,1,Scandinavian Airlines,2070.4,"2,071 €",2,13554-2606010640--31901-1-17648-2606011215
GB,LHR,PL,WAW,2026-06-01T08:30:00,2026-06-01T18:25:00,535,1,"Lufthansa, LOT",1121.56,"1,122 €",2,"13554-2606010830--32090,-32093-1-17648-2606011825"
GB,LHR,PL,WAW,2026-06-01T12:10:00,2026-06-01T21:50:00,520,1,"SWISS, LOT",1187.21,"1,188 €",2,"13554-2606011210--31799,-32093-1-17648-2606012150"
GB,LHR,PL,WAW,2026-06-01T12:15:00,2026-06-02T17:30:00,1695,1,Aegean Airlines,365.45,366 €,2,13554-2606011215--32756-1-17648-2606021730
GB,LHR,PL,WAW,2026-06-01T10:50:00,2026-06-01T22:05:00,615,1,"Lufthansa, Aegean Airlines",1071.82,"1,072 €",2,"13554-2606011050--32090,-32756-1-17648-2606012205"
GB,LHR,PL,WAW,2026-06-01T15:35:00,2026-06-01T21:40:00,305,1,Scandinavian Airlines,2162.81,"2,163 €",2,13554-2606011535--31901-1-17648-2606012140
GB,LHR,PL,WAW,2026-06-01T15:00:00,2026-06-02T06:10:00,850,1,EgyptAir,854.16,855 €,2,13554-2606011500--32353-1-17648-2606020610
GB,LHR,PL,WAW,2026-06-01T08:45:00,2026-06-01T21:00:00,675,1,"Lufthansa, LOT",1105.03,"1,106 €",2,"13554-2606010845--32090,-32093-1-17648-2606012100"
GB,LHR,PL,WAW,2026-06-01T06:30:00,2026-06-01T14:25:00,415,2,"KLM, Scandinavian Airlines",1862.35,"1,863 €",3,"13554-2606010630--32132,-31901-2-17648-2606011425"
GB,LHR,PL,WAW,2026-06-01T09:00:00,2026-06-01T22:05:00,725,1,"Lufthansa, Aegean Airlines",1071.82,"1,072 €",2,"13554-2606010900--32090,-32756-1-17648-2606012205"
GB,LHR,PL,WAW,2026-06-01T19:30:00,2026-06-02T07:40:00,670,1,"Austrian Airlines, LOT",1167.85,"1,168 €",2,"13554-2606011930--32544,-32093-1-17648-2606020740"
GB,LHR,PL,WAW,2026-06-01T14:45:00,2026-06-02T06:30:00,885,1,Etihad Airways,922.26,923 €,2,13554-2606011445--32339-1-17648-2606020630
GB,LHR,PL,WAW,2026-06-01T08:05:00,2026-06-01T21:35:00,750,1,"Lufthansa, LOT",1096.43,"1,097 €",2,"13554-2606010805--32090,-32093-1-17648-2606012135"
GB,LHR,PL,WAW,2026-06-01T19:10:00,2026-06-02T08:35:00,745,1,"Lufthansa, LOT",1111.27,"1,112 €",2,"13554-2606011910--32090,-32093-1-17648-2606020835"
GB,LHR,PL,WAW,2026-06-01T07:05:00,2026-06-01T14:25:00,380,2,Scandinavian Airlines,2272.89,"2,273 €",3,13554-2606010705--31901-2-17648-2606011425
GB,LHR,PL,WAW,2026-06-01T08:40:00,2026-06-01T21:50:00,730,1,"SWISS, LOT",1187.21,"1,188 €",2,"13554-2606010840--31799,-32093-1-17648-2606012150"
GB,LHR,PL,WAW,2026-06-01T07:25:00,2026-06-01T22:05:00,820,1,"Lufthansa, Aegean Airlines",1071.82,"1,072 €",2,"13554-2606010725--32090,-32756-1-17648-2606012205"
GB,LHR,PL,WAW,2026-06-01T13:55:00,2026-06-01T21:00:00,365,1,Scandinavian Airlines,2454.56,"2,455 €",2,13554-2606011355--31901-1-17648-2606012100
GB,LHR,PL,WAW,2026-06-01T21:55:00,2026-06-02T13:30:00,875,1,Qatar Airways,1027.62,"1,028 €",2,13554-2606012155--31939-1-17648-2606021330
GB,LHR,PL,WAW,2026-06-01T08:55:00,2026-06-01T21:50:00,715,1,"SWISS, LOT",1343.39,"1,344 €",2,"13554-2606010855--31799,-32093-1-17648-2606012150"
GB,LHR,PL,WAW,2026-06-01T10:35:00,2026-06-01T19:05:00,450,2,Scandinavian Airlines,2272.89,"2,273 €",3,13554-2606011035--31901-2-17648-2606011905
GB,LHR,PL,WAW,2026-06-01T19:25:00,2026-06-02T13:30:00,1025,1,Qatar Airways,1051.54,"1,052 €",2,13554-2606011925--31939-1-17648-2606021330
GB,LHR,PL,WAW,2026-06-01T09:30:00,2026-06-02T06:30:00,1200,1,Etihad Airways,928.29,929 €,2,13554-2606010930--32339-1-17648-2606020630
GB,LHR,PL,WAW,2026-06-01T07:00:00,2026-06-01T21:50:00,830,1,"SWISS, LOT",1343.39,"1,344 €",2,"13554-2606010700--31799,-32093-1-17648-2606012150"
GB,LHR,PL,WAW,2026-06-01T06:40:00,2026-06-01T14:25:00,405,2,Scandinavian Airlines,2785.73,"2,786 €",3,13554-2606010640--31901-2-17648-2606011425
GB,LHR,PL,WAW,2026-06-01T10:20:00,2026-06-01T20:50:00,570,1,"Scandinavian Airlines, LOT",2062.54,"2,063 €",2,"13554-2606011020--31901,-32093-1-17648-2606012050"
GB,LHR,PL,WAW,2026-06-01T20:40:00,2026-06-02T12:15:00,875,1,Emirates,1428.2,"1,429 €",2,13554-2606012040--32348-1-17648-2606021215
GB,LHR,PL,WAW,2026-06-01T10:35:00,2026-06-01T21:00:00,565,2,Scandinavian Airlines,2261.68,"2,262 €",3,13554-2606011035--31901-2-17648-2606012100
GB,LHR,PL,WAW,2026-06-01T10:35:00,2026-06-01T21:40:00,605,1,Scandinavian Airlines,2162.81,"2,163 €",2,13554-2606011035--31901-1-17648-2606012140
GB,LHR,PL,WAW,2026-06-01T15:35:00,2026-06-02T13:30:00,1255,1,Qatar Airways,1051.54,"1,052 €",2,13554-2606011535--31939-1-17648-2606021330
GB,LHR,PL,WAW,2026-06-01T19:50:00,2026-06-02T12:15:00,925,1,Emirates,1436.56,"1,437 €",2,13554-2606011950--32348-1-17648-2606021215
GB,LHR,PL,WAW,2026-06-01T09:55:00,2026-06-01T19:05:00,490,2,Scandinavian Airlines,2785.73,"2,786 €",3,13554-2606010955--31901-2-17648-2606011905
GB,LHR,PL,WAW,2026-06-01T10:20:00,2026-06-01T21:40:00,620,2,Scandinavian Airlines,2370.28,"2,371 €",3,13554-2606011020--31901-2-17648-2606012140
GB,LHR,PL,WAW,2026-06-01T10:20:00,2026-06-01T21:00:00,580,2,Scandinavian Airlines,2556.46,"2,557 €",3,13554-2606011020--31901-2-17648-2606012100
GB,LHR,PL,WAW,2026-06-01T09:55:00,2026-06-01T21:00:00,605,1,Scandinavian Airlines,2454.56,"2,455 €",2,13554-2606010955--31901-1-17648-2606012100
GB,LHR,PL,WAW,2026-06-01T12:10:00,2026-06-01T20:50:00,460,2,"SunExpress, Scandinavian Airlines, LOT",3278.75,"3,279 €",3,"13554-2606011210--31808,-31901,-32093-2-17648-2606012050"
GB,LHR,PL,WAW,2026-06-01T19:30:00,2026-06-02T08:45:00,735,1,"Scandinavian Airlines, LOT",2128.08,"2,129 €",2,"13554-2606011930--31901,-32093-1-17648-2606020845"
GB,LHR,PL,WAW,2026-06-01T16:50:00,2026-06-02T12:15:00,1105,1,Emirates,1429.38,"1,430 €",2,13554-2606011650--32348-1-17648-2606021215
GB,LHR,PL,WAW,2026-06-01T19:50:00,2026-06-02T09:15:00,745,1,Scandinavian Airlines,2162.81,"2,163 €",2,13554-2606011950--31901-1-17648-2606020915
GB,LHR,PL,WAW,2026-06-01T21:25:00,2026-06-02T13:30:00,905,1,Qatar Airways,1827.27,"1,828 €",2,13554-2606012125--31939-1-17648-2606021330
GB,LHR,PL,WAW,2026-06-01T21:05:00,2026-06-02T09:25:00,680,1,Scandinavian Airlines,2454.56,"2,455 €",2,13554-2606012105--31901-1-17648-2606020925
GB,LHR,PL,WAW,2026-06-01T21:45:00,2026-06-03T06:30:00,1905,1,Etihad Airways,880.88,881 €,2,13554-2606012145--32339-1-17648-2606030630
GB,LHR,PL,WAW,2026-06-01T10:00:00,2026-06-02T12:15:00,1515,2,Gulf Air,1123.99,"1,124 €",3,13554-2606011000--32257-2-17648-2606021215
GB,LHR,PL,WAW,2026-06-01T20:50:00,2026-06-03T06:30:00,1960,1,Etihad Airways,886.05,887 €,2,13554-2606012050--32339-1-17648-2606030630
GB,LHR,PL,WAW,2026-06-01T19:50:00,2026-06-02T09:35:00,765,2,Scandinavian Airlines,2272.89,"2,273 €",3,13554-2606011950--31901-2-17648-2606020935
GB,LHR,PL,WAW,2026-06-01T07:05:00,2026-06-01T21:00:00,775,2,Scandinavian Airlines,2270.3,"2,271 €",3,13554-2606010705--31901-2-17648-2606012100
GB,LHR,PL,WAW,2026-06-01T07:05:00,2026-06-01T21:40:00,815,1,Scandinavian Airlines,2162.81,"2,163 €",2,13554-2606010705--31901-1-17648-2606012140
GB,LHR,PL,WAW,2026-06-01T14:25:00,2026-06-02T12:15:00,1250,1,Emirates,1436.56,"1,437 €",2,13554-2606011425--32348-1-17648-2606021215
GB,LHR,PL,WAW,2026-06-01T19:30:00,2026-06-02T09:15:00,765,2,Scandinavian Airlines,2370.28,"2,371 €",3,13554-2606011930--31901-2-17648-2606020915
GB,LHR,PL,WAW,2026-06-01T17:00:00,2026-06-02T08:45:00,885,1,"Scandinavian Airlines, LOT",2136.7,"2,137 €",2,"13554-2606011700--31901,-32093-1-17648-2606020845"
GB,LHR,PL,WAW,2026-06-01T13:15:00,2026-06-02T12:40:00,1345,1,Air India,1421.91,"1,422 €",2,13554-2606011315--32672-1-17648-2606021240
GB,LHR,PL,WAW,2026-06-01T17:30:00,2026-06-02T09:15:00,885,1,Scandinavian Airlines,2162.81,"2,163 €",2,13554-2606011730--31901-1-17648-2606020915
GB,LHR,PL,WAW,2026-06-01T21:55:00,2026-06-03T07:55:00,1980,1,Qatar Airways,969.66,970 €,2,13554-2606012155--31939-1-17648-2606030755
GB,LHR,PL,WAW,2026-06-01T21:05:00,2026-06-02T09:35:00,690,2,Scandinavian Airlines,2785.73,"2,786 €",3,13554-2606012105--31901-2-17648-2606020935
GB,LHR,PL,WAW,2026-06-01T18:40:00,2026-06-02T09:15:00,815,2,Scandinavian Airlines,2378.9,"2,379 €",3,13554-2606011840--31901-2-17648-2606020915
GB,LHR,PL,WAW,2026-06-01T17:30:00,2026-06-02T09:35:00,905,2,Scandinavian Airlines,2281.51,"2,282 €",3,13554-2606011730--31901-2-17648-2606020935
GB,LHR,PL,WAW,2026-06-01T19:50:00,2026-06-02T12:15:00,925,2,Scandinavian Airlines,2261.68,"2,262 €",3,13554-2606011950--31901-2-17648-2606021215
GB,LHR,PL,WAW,2026-06-01T18:05:00,2026-06-02T09:25:00,860,1,Scandinavian Airlines,2454.56,"2,455 €",2,13554-2606011805--31901-1-17648-2606020925
GB,LHR,PL,WAW,2026-06-01T17:00:00,2026-06-02T09:15:00,915,2,Scandinavian Airlines,2378.9,"2,379 €",3,13554-2606011700--31901-2-17648-2606020915
GB,LHR,PL,WAW,2026-06-01T15:00:00,2026-06-02T06:10:00,850,1,"EgyptAir, LOT",2568.52,"2,569 €",2,"13554-2606011500--32353,-32093-1-17648-2606020610"
GB,LHR,PL,WAW,2026-06-01T09:45:00,2026-06-02T12:40:00,1555,1,Air India,1427.08,"1,428 €",2,13554-2606010945--32672-1-17648-2606021240
GB,LHR,PL,WAW,2026-06-01T15:35:00,2026-06-02T09:25:00,1010,2,Scandinavian Airlines,2261.68,"2,262 €",3,13554-2606011535--31901-2-17648-2606020925
GB,LHR,PL,WAW,2026-06-01T18:05:00,2026-06-02T09:35:00,870,2,Scandinavian Airlines,2794.35,"2,795 €",3,13554-2606011805--31901-2-17648-2606020935
GB,LHR,PL,WAW,2026-06-01T22:40:00,2026-06-03T07:05:00,1885,1,Air China,1320.46,"1,321 €",2,13554-2606012240--32690-1-17648-2606030705
GB,LHR,PL,WAW,2026-06-01T22:15:00,2026-06-02T19:30:00,1215,1,Emirates,2111.45,"2,112 €",2,13554-2606012215--32348-1-17648-2606021930
GB,LHR,PL,WAW,2026-06-01T20:25:00,2026-06-03T07:05:00,2020,1,Air China,1339.43,"1,340 €",2,13554-2606012025--32690-1-17648-2606030705
GB,LHR,PL,WAW,2026-06-01T06:40:00,2026-06-02T06:30:00,1370,2,Scandinavian Airlines,2387.52,"2,388 €",3,13554-2606010640--31901-2-17648-2606020630
GB,LHR,PL,WAW,2026-06-01T13:55:00,2026-06-02T14:25:00,1410,2,Scandinavian Airlines,2785.73,"2,786 €",3,13554-2606011355--31901-2-17648-2606021425
GB,LHR,ES,BCN,2026-06-01T20:50:00,2026-06-02T00:10:00,140,0,Vueling Airlines,41.37,42 €,1,13554-2606012050--31685-0-9772-2606020010
GB,LHR,ES,BCN,2026-06-01T17:00:00,2026-06-01T20:20:00,140,0,British Airways,115.67,116 €,1,13554-2606011700--32480-0-9772-2606012020
GB,LHR,ES,BCN,2026-06-01T15:05:00,2026-06-01T18:25:00,140,0,British Airways,146.89,147 €,1,13554-2606011505--32480-0-9772-2606011825
GB,LHR,ES,BCN,2026-06-01T13:50:00,2026-06-01T17:05:00,135,0,British Airways,190.48,191 €,1,13554-2606011350--32480-0-9772-2606011705
GB,LHR,ES,BCN,2026-06-01T08:30:00,2026-06-01T11:40:00,130,0,British Airways,239.38,240 €,1,13554-2606010830--32480-0-9772-2606011140
GB,LHR,ES,BCN,2026-06-01T06:25:00,2026-06-01T09:35:00,130,0,British Airways,219.72,220 €,1,13554-2606010625--32480-0-9772-2606010935
GB,LHR,ES,BCN,2026-06-01T11:00:00,2026-06-01T14:15:00,135,0,British Airways,274.95,275 €,1,13554-2606011100--32480-0-9772-2606011415
GB,LHR,ES,BCN,2026-06-01T19:25:00,2026-06-01T22:30:00,125,0,British Airways,115.67,116 €,1,13554-2606011925--32480-0-9772-2606012230
GB,LHR,ES,BCN,2026-06-01T16:15:00,2026-06-01T19:35:00,140,0,British Airways,146.89,147 €,1,13554-2606011615--32480-0-9772-2606011935
GB,LHR,ES,BCN,2026-06-01T20:50:00,2026-06-02T00:10:00,140,0,British Airways,104.11,105 €,1,13554-2606012050--32480-0-9772-2606020010
GB,LHR,ES,BCN,2026-06-01T09:55:00,2026-06-01T13:15:00,140,0,Vueling Airlines,233.58,234 €,1,13554-2606010955--31685-0-9772-2606011315
GB,LHR,ES,BCN,2026-06-01T09:55:00,2026-06-01T13:15:00,140,0,British Airways,331.86,332 €,1,13554-2606010955--32480-0-9772-2606011315
GB,LHR,ES,BCN,2026-06-01T13:50:00,2026-06-01T17:05:00,135,0,Iberia,224.1,225 €,1,13554-2606011350--32222-0-9772-2606011705
GB,LHR,ES,BCN,2026-06-01T07:50:00,2026-06-01T14:00:00,310,1,British Airways,158.22,159 €,2,13554-2606010750--32480-1-9772-2606011400
GB,LHR,ES,BCN,2026-06-01T06:25:00,2026-06-01T09:35:00,130,0,Iberia,224.1,225 €,1,13554-2606010625--32222-0-9772-2606010935
GB,LHR,ES,BCN,2026-06-01T11:00:00,2026-06-01T14:15:00,135,0,Iberia,283.57,284 €,1,13554-2606011100--32222-0-9772-2606011415
GB,LHR,ES,BCN,2026-06-01T20:50:00,2026-06-02T00:10:00,140,0,Iberia,102.57,103 €,1,13554-2606012050--32222-0-9772-2606020010
GB,LHR,ES,BCN,2026-06-01T19:25:00,2026-06-01T22:30:00,125,0,Iberia,115.5,116 €,1,13554-2606011925--32222-0-9772-2606012230
GB,LHR,ES,BCN,2026-06-01T15:05:00,2026-06-01T18:25:00,140,0,Iberia,169.8,170 €,1,13554-2606011505--32222-0-9772-2606011825
GB,LHR,ES,BCN,2026-06-01T08:30:00,2026-06-01T11:40:00,130,0,Iberia,283.57,284 €,1,13554-2606010830--32222-0-9772-2606011140
GB,LHR,ES,BCN,2026-06-01T16:15:00,2026-06-01T19:35:00,140,0,Iberia,169.8,170 €,1,13554-2606011615--32222-0-9772-2606011935
GB,LHR,ES,BCN,2026-06-01T09:30:00,2026-06-01T15:35:00,305,1,Lufthansa,197.94,198 €,2,13554-2606010930--32090-1-9772-2606011535
GB,LHR,ES,BCN,2026-06-01T11:30:00,2026-06-01T17:20:00,290,1,British Airways,233.13,234 €,2,13554-2606011130--32480-1-9772-2606011720
GB,LHR,ES,BCN,2026-06-01T09:55:00,2026-06-01T16:25:00,330,1,KLM,195.62,196 €,2,13554-2606010955--32132-1-9772-2606011625
GB,LHR,ES,BCN,2026-06-01T10:50:00,2026-06-01T17:20:00,330,1,British Airways,233.13,234 €,2,13554-2606011050--32480-1-9772-2606011720
GB,LHR,ES,BCN,2026-06-01T09:55:00,2026-06-01T13:15:00,140,0,Iberia,452.96,453 €,1,13554-2606010955--32222-0-9772-2606011315
GB,LHR,ES,BCN,2026-06-01T08:40:00,2026-06-01T15:15:00,335,1,"British Airways, Vueling Airlines",152.03,153 €,2,"13554-2606010840--32480,-31685-1-9772-2606011515"
GB,LHR,ES,BCN,2026-06-01T10:50:00,2026-06-01T17:20:00,330,1,Iberia,229.77,230 €,2,13554-2606011050--32222-1-9772-2606011720
GB,LHR,ES,BCN,2026-06-01T06:30:00,2026-06-01T13:05:00,335,1,Lufthansa,223.94,224 €,2,13554-2606010630--32090-1-9772-2606011305
GB,LHR,ES,BCN,2026-06-01T11:45:00,2026-06-01T18:50:00,365,1,KLM,200.24,201 €,2,13554-2606011145--32132-1-9772-2606011850
GB,LHR,ES,BCN,2026-06-01T06:00:00,2026-06-01T14:00:00,420,1,TAP Air Portugal,177.56,178 €,2,13554-2606010600--31781-1-9772-2606011400
GB,LHR,ES,BCN,2026-06-01T06:50:00,2026-06-01T14:25:00,395,1,Brussels Airlines,205.08,206 €,2,13554-2606010650--32478-1-9772-2606011425
GB,LHR,ES,BCN,2026-06-01T11:30:00,2026-06-01T17:10:00,280,1,Air France,266.6,267 €,2,13554-2606011130--32677-1-9772-2606011710
GB,LHR,ES,BCN,2026-06-01T09:15:00,2026-06-01T16:15:00,360,1,British Airways,282.38,283 €,2,13554-2606010915--32480-1-9772-2606011615
GB,LHR,ES,BCN,2026-06-01T11:30:00,2026-06-01T18:15:00,345,1,Lufthansa,224.94,225 €,2,13554-2606011130--32090-1-9772-2606011815
GB,LHR,ES,BCN,2026-06-01T08:30:00,2026-06-01T15:35:00,365,1,Lufthansa,243.45,244 €,2,13554-2606010830--32090-1-9772-2606011535
GB,LHR,ES,BCN,2026-06-01T08:30:00,2026-06-01T16:15:00,405,1,Lufthansa,221.36,222 €,2,13554-2606010830--32090-1-9772-2606011615
GB,LHR,ES,BCN,2026-06-01T10:20:00,2026-06-01T18:10:00,410,1,Scandinavian Airlines,216.93,217 €,2,13554-2606011020--31901-1-9772-2606011810
GB,LHR,ES,BCN,2026-06-01T08:00:00,2026-06-01T16:55:00,475,1,TAP Air Portugal,177.56,178 €,2,13554-2606010800--31781-1-9772-2606011655
GB,LHR,ES,BCN,2026-06-01T11:20:00,2026-06-01T19:20:00,420,1,TAP Air Portugal,177.56,178 €,2,13554-2606011120--31781-1-9772-2606011920
GB,LHR,ES,BCN,2026-06-01T07:30:00,2026-06-01T15:35:00,425,1,Lufthansa,219.31,220 €,2,13554-2606010730--32090-1-9772-2606011535
GB,LHR,ES,BCN,2026-06-01T06:30:00,2026-06-01T12:30:00,300,1,KLM,268.45,269 €,2,13554-2606010630--32132-1-9772-2606011230
GB,LHR,ES,BCN,2026-06-01T17:50:00,2026-06-01T22:45:00,235,1,Brussels Airlines,161.08,162 €,2,13554-2606011750--32478-1-9772-2606012245
GB,LHR,ES,BCN,2026-06-01T11:30:00,2026-06-01T17:20:00,290,1,Iberia,290.53,291 €,2,13554-2606011130--32222-1-9772-2606011720
GB,LHR,ES,BCN,2026-06-01T08:00:00,2026-06-01T19:20:00,620,1,TAP Air Portugal,156.01,157 €,2,13554-2606010800--31781-1-9772-2606011920
GB,LHR,ES,BCN,2026-06-01T11:05:00,2026-06-01T20:30:00,505,1,Brussels Airlines,182.08,183 €,2,13554-2606011105--32478-1-9772-2606012030
GB,LHR,ES,BCN,2026-06-01T06:30:00,2026-06-01T15:35:00,485,1,Lufthansa,221.36,222 €,2,13554-2606010630--32090-1-9772-2606011535
GB,LHR,ES,BCN,2026-06-01T17:35:00,2026-06-01T22:45:00,250,1,Air France,175.27,176 €,2,13554-2606011735--32677-1-9772-2606012245
GB,LHR,ES,BCN,2026-06-01T12:10:00,2026-06-01T17:50:00,280,1,SWISS,304.93,305 €,2,13554-2606011210--31799-1-9772-2606011750
GB,LHR,ES,BCN,2026-06-01T12:10:00,2026-06-01T19:05:00,355,1,Eurowings,215.48,216 €,2,13554-2606011210--32332-1-9772-2606011905
GB,LHR,ES,BCN,2026-06-01T16:30:00,2026-06-01T23:15:00,345,1,ITA Airways,155,155 €,2,13554-2606011630--30727-1-9772-2606012315
GB,LHR,ES,BCN,2026-06-01T07:25:00,2026-06-01T14:55:00,390,1,Lufthansa,279.24,280 €,2,13554-2606010725--32090-1-9772-2606011455
GB,LHR,ES,BCN,2026-06-01T08:05:00,2026-06-01T16:35:00,450,1,Eurowings,237.89,238 €,2,13554-2606010805--32332-1-9772-2606011635
GB,LHR,ES,BCN,2026-06-01T09:15:00,2026-06-01T16:15:00,360,1,Iberia,300.02,301 €,2,13554-2606010915--32222-1-9772-2606011615
GB,LHR,ES,BCN,2026-06-01T13:30:00,2026-06-01T19:45:00,315,1,Lufthansa,246.94,247 €,2,13554-2606011330--32090-1-9772-2606011945
GB,LHR,ES,BCN,2026-06-01T14:45:00,2026-06-01T22:45:00,420,1,KLM,157.63,158 €,2,13554-2606011445--32132-1-9772-2606012245
GB,LHR,ES,BCN,2026-06-01T14:35:00,2026-06-01T20:15:00,280,1,Eurowings,215.48,216 €,2,13554-2606011435--32332-1-9772-2606012015
GB,LHR,ES,BCN,2026-06-01T08:55:00,2026-06-01T14:50:00,295,1,Air France,370.65,371 €,2,13554-2606010855--32677-1-9772-2606011450
